Latitude (degree),Longitude (degree),Ocean,Region,Marine Setting,Microplastics Measurement,Unit,Concentration Class,Sample Date
28.0609,-96.8536,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,8/13/2020 12:00:00 AM
28.0608,-96.8538,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/13/2020 12:00:00 AM
28.0459,-96.87,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/13/2020 12:00:00 AM
28.0285,-96.8887,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/13/2020 12:00:00 AM
27.9928,-96.9264,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/13/2020 12:00:00 AM
27.6173,-97.2016,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/14/2020 12:00:00 AM
29.9184,-90.0664,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/7/2020 12:00:00 AM
29.6763,-94.9826,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,8/8/2020 12:00:00 AM
29.9564,-90.0616,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,8/14/2020 12:00:00 AM
29.9586,-90.0596,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,8/14/2020 12:00:00 AM
27.9504,-82.5461,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/16/2020 12:00:00 AM
30.3075,-89.3268,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,8/10/2020 12:00:00 AM
30.3071,-89.3271,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,3/13/2020 12:00:00 AM
29.2804,-94.8017,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/17/2020 12:00:00 AM
32.835,-79.9864,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/20/2020 12:00:00 AM
32.8347,-79.9856,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/20/2020 12:00:00 AM
29.2813,-94.8006,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/20/2020 12:00:00 AM
27.5863,-97.2178,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/20/2020 12:00:00 AM
20.452,-86.8103,Atlantic Ocean,Caribbean Sea,Beach-Nurdle Patrol,,pieces/10 mins,High,8/16/2020 12:00:00 AM
21.4349,-86.8529,Atlantic Ocean,Caribbean Sea,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/14/2020 12:00:00 AM
29.6821,-85.3111,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/19/2020 12:00:00 AM
32.7557,-79.856,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,8/23/2020 12:00:00 AM
32.8244,-97.0343,,,Beach-Nurdle Patrol,,pieces/10 mins,High,8/23/2020 12:00:00 AM
27.5902,-97.2157,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/24/2020 12:00:00 AM
39.3495,-74.4479,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Low,8/25/2020 12:00:00 AM
30.3061,-89.3277,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/26/2020 12:00:00 AM
30.306,-89.3279,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/26/2020 12:00:00 AM
30.3057,-89.3283,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,8/26/2020 12:00:00 AM
30.3058,-89.3279,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,8/26/2020 12:00:00 AM
30.3058,-89.3282,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/26/2020 12:00:00 AM
30.306,-89.328,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,8/26/2020 12:00:00 AM
30.306,-89.3281,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,8/27/2020 12:00:00 AM
30.306,-89.3278,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/26/2020 12:00:00 AM
30.306,-89.3278,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/26/2020 12:00:00 AM
30.3063,-89.3277,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/26/2020 12:00:00 AM
27.5801,-97.2212,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,8/27/2020 12:00:00 AM
26.1374,-97.1686,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,8/27/2020 12:00:00 AM
43.214,-86.3283,,,Beach-Nurdle Patrol,,pieces/10 mins,High,8/26/2020 12:00:00 AM
26.1346,-97.1677,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/27/2020 12:00:00 AM
29.9553,-90.05,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,8/27/2020 12:00:00 AM
32.802,-79.9338,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,8/21/2020 12:00:00 AM
32.8027,-79.933,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,8/21/2020 12:00:00 AM
32.7873,-79.9261,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,8/21/2020 12:00:00 AM
32.7762,-79.9253,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,8/21/2020 12:00:00 AM
32.7507,-79.9037,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
32.7868,-79.9597,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
32.8018,-79.906,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
29.9555,-90.0485,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,8/20/2020 12:00:00 AM
29.2796,-94.8024,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,8/26/2020 12:00:00 AM
29.5966,-94.9865,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,8/28/2020 12:00:00 AM
32.7565,-79.8569,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,8/29/2020 12:00:00 AM
32.7544,-79.8541,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,8/29/2020 12:00:00 AM
32.7112,-96.9772,,,Beach-Nurdle Patrol,,pieces/10 mins,High,8/29/2020 12:00:00 AM
30.306,-89.328,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,8/28/2020 12:00:00 AM
30.3068,-89.3272,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,8/28/2020 12:00:00 AM
30.3055,-89.3283,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/28/2020 12:00:00 AM
30.3064,-89.3277,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
30.3055,-89.3284,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/28/2020 12:00:00 AM
30.553,-81.4418,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/13/2020 12:00:00 AM
32.7787,-79.9493,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/31/2020 12:00:00 AM
29.7427,-98.1076,,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/31/2020 12:00:00 AM
30.3063,-89.3278,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/31/2020 12:00:00 AM
30.3063,-89.3278,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,8/31/2020 12:00:00 AM
30.3063,-89.3278,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/31/2020 12:00:00 AM
30.3063,-89.3278,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/31/2020 12:00:00 AM
21.1337,-86.7428,Atlantic Ocean,Caribbean Sea,Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/27/2020 12:00:00 AM
21.5386,-87.2615,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/1/2020 12:00:00 AM
21.5307,-87.3696,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/1/2020 12:00:00 AM
33.058,-79.9581,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/4/2020 12:00:00 AM
32.9671,-79.9369,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/4/2020 12:00:00 AM
32.8712,-79.9684,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/4/2020 12:00:00 AM
32.8132,-79.9074,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/4/2020 12:00:00 AM
32.8244,-79.8914,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/26/2020 12:00:00 AM
19.4887,-96.3228,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,8/28/2020 12:00:00 AM
19.1948,-96.1252,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
18.8639,-95.9046,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
28.0678,-96.8455,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
28.0434,-96.8728,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
28.0325,-96.8846,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
27.9974,-96.9218,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
27.9822,-96.9372,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
27.9324,-96.9827,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,8/28/2020 12:00:00 AM
28.0668,-96.8465,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/3/2020 12:00:00 AM
28.0461,-96.87,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/3/2020 12:00:00 AM
28.0282,-96.8892,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/3/2020 12:00:00 AM
27.9927,-96.9267,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/3/2020 12:00:00 AM
27.9812,-96.9381,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/3/2020 12:00:00 AM
27.8937,-97.0141,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/3/2020 12:00:00 AM
28.0671,-96.8464,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/3/2020 12:00:00 AM
27.8268,-97.0538,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,8/18/2020 12:00:00 AM
28.2903,-80.6065,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/4/2020 12:00:00 AM
29.7519,-98.093,,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/6/2020 12:00:00 AM
29.7096,-98.0994,,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/6/2020 12:00:00 AM
29.955,-90.0536,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,9/3/2020 12:00:00 AM
29.9536,-90.0553,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/3/2020 12:00:00 AM
41.9693,-70.6733,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/10/2020 12:00:00 AM
30.3075,-89.3268,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/10/2020 12:00:00 AM
27.5827,-97.2194,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,7/22/2020 12:00:00 AM
27.582,-97.2197,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,7/22/2020 12:00:00 AM
29.5964,-94.9867,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/11/2020 12:00:00 AM
32.755,-79.8551,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/11/2020 12:00:00 AM
32.7543,-79.8539,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/13/2020 12:00:00 AM
32.7538,-79.8514,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/13/2020 12:00:00 AM
32.7546,-79.8479,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/13/2020 12:00:00 AM
32.7255,-97.0127,,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/11/2020 12:00:00 AM
27.7147,-97.32,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/14/2020 12:00:00 AM
32.776,-79.9253,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/11/2020 12:00:00 AM
32.7873,-79.9262,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/11/2020 12:00:00 AM
32.7566,-79.8569,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/11/2020 12:00:00 AM
32.7699,-79.8331,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/11/2020 12:00:00 AM
27.58,-97.221,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/15/2020 12:00:00 AM
27.5813,-97.2202,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/15/2020 12:00:00 AM
27.5802,-97.2208,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/15/2020 12:00:00 AM
29.2272,-94.8953,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/14/2020 12:00:00 AM
29.1958,-94.9479,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/14/2020 12:00:00 AM
29.2327,-94.8859,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,9/14/2020 12:00:00 AM
29.9552,-90.0483,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,9/16/2020 12:00:00 AM
29.9559,-90.0469,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,9/12/2020 12:00:00 AM
29.9559,-90.0469,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,8/28/2020 12:00:00 AM
29.9559,-90.0469,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,8/26/2020 12:00:00 AM
29.9559,-90.0469,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,8/27/2020 12:00:00 AM
29.9559,-90.0469,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/2/2020 12:00:00 AM
29.9559,-90.0469,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/13/2020 12:00:00 AM
29.9559,-90.0469,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,8/31/2020 12:00:00 AM
29.9559,-90.0469,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/11/2020 12:00:00 AM
29.9559,-90.0469,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,8/28/2020 12:00:00 AM
29.3163,-94.7504,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/17/2020 12:00:00 AM
27.8878,-82.8513,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/19/2020 12:00:00 AM
27.8937,-82.8504,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/19/2020 12:00:00 AM
27.8431,-82.8415,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/20/2020 12:00:00 AM
30.3061,-89.3279,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,9/17/2020 12:00:00 AM
30.306,-89.328,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,9/17/2020 12:00:00 AM
30.3059,-89.3281,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,9/18/2020 12:00:00 AM
30.3062,-89.3279,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/17/2020 12:00:00 AM
30.3062,-89.3279,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/18/2020 12:00:00 AM
30.3061,-89.3278,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,9/17/2020 12:00:00 AM
30.3062,-89.328,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,9/17/2020 12:00:00 AM
30.3062,-89.3279,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/18/2020 12:00:00 AM
27.828,-97.0531,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/21/2020 12:00:00 AM
27.6113,-97.2043,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/20/2020 12:00:00 AM
27.8097,-97.0699,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/21/2020 12:00:00 AM
41.9698,-70.6741,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/22/2020 12:00:00 AM
32.7872,-79.9261,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/18/2020 12:00:00 AM
32.772,-80.0083,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/18/2020 12:00:00 AM
32.8188,-80.1485,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/18/2020 12:00:00 AM
32.7851,-80.1064,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Low,9/18/2020 12:00:00 AM
32.7525,-80.013,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Low,9/18/2020 12:00:00 AM
32.7673,-79.9729,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Low,9/18/2020 12:00:00 AM
32.8378,-80.043,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/22/2020 12:00:00 AM
29.2806,-94.8015,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/22/2020 12:00:00 AM
30.3065,-89.3277,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/22/2020 12:00:00 AM
30.3065,-89.3277,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/22/2020 12:00:00 AM
30.3065,-89.3277,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/22/2020 12:00:00 AM
30.3057,-89.3283,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,9/22/2020 12:00:00 AM
30.306,-89.3279,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/22/2020 12:00:00 AM
27.5793,-97.2216,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/21/2020 12:00:00 AM
27.5384,-82.7463,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/23/2020 12:00:00 AM
26.6169,-80.0366,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/23/2020 12:00:00 AM
30.3074,-89.3268,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,9/18/2020 12:00:00 AM
30.3056,-89.3284,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Low,9/22/2020 12:00:00 AM
26.0753,-97.1569,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/23/2020 12:00:00 AM
29.2821,-94.7993,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/24/2020 12:00:00 AM
30.306,-89.3281,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/22/2020 12:00:00 AM
29.2798,-94.8025,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/23/2020 12:00:00 AM
29.2805,-94.8013,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,High,9/23/2020 12:00:00 AM
30.3745,-89.0554,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/24/2020 12:00:00 AM
43.0532,-78.8985,,,Beach-Nurdle Patrol,,pieces/10 mins,Very High,9/24/2020 12:00:00 AM
27.581,-97.2205,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,9/24/2020 12:00:00 AM
43.053,-78.8985,,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/24/2020 12:00:00 AM
26.4543,-80.0583,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/24/2020 12:00:00 AM
27.5462,-97.239,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very High,9/25/2020 12:00:00 AM
27.1414,-97.3733,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/25/2020 12:00:00 AM
30.3933,-86.5898,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/26/2020 12:00:00 AM
26.8874,-80.0551,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/26/2020 12:00:00 AM
32.7068,-96.9781,,,Beach-Nurdle Patrol,,pieces/10 mins,High,9/26/2020 12:00:00 AM
28.0568,-82.8242,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Very Low,9/26/2020 12:00:00 AM
32.7554,-79.8555,Atlantic Ocean,,Beach-Nurdle Patrol,,pieces/10 mins,Very High,9/26/2020 12:00:00 AM
29.3044,-94.7691,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Beach-Nurdle Patrol,,pieces/10 mins,Medium,9/27/2020 12:00:00 AM
